"project","generated_at","baseline_label","page_range","max_pages","requested_url","final_url","http_status","redirect_chain","raw_title","rendered_title","raw_canonical","raw_canonical_count","rendered_canonical","rendered_canonical_count","canonical_header","canonical_target_status","canonical_target_final_url","meta_robots_raw","meta_robots_rendered","x_robots_tag","hreflang_count","h1_count","h1_text","hidden_h1_count","landmarks","structured_data","address_count","time_datetime_count","internal_link_count","linked_internal_urls_missing_from_sitemap_count","linked_internal_urls_missing_from_sitemap","js_only_metadata","issue_summary","crawl_error"
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/lawn-service-pest-control-and-weed-control","https://www.trugreen.com/lawn-care-101/blog/lawn-care-tips/trugreen-mosquito-control-defense-treatment-plan-faq-lawn-care","200","301:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/lawn-service-pest-control-and-weed-control -> 200:https://www.trugreen.com/lawn-care-101/blog/lawn-care-tips/trugreen-mosquito-control-defense-treatment-plan-faq-lawn-care","TruGreen TruDefense Mosquito Control | TruGreen","TruGreen TruDefense Mosquito Control | TruGreen","https://www.trugreen.com/lawn-care-101/blog/lawn-care-tips/trugreen-mosquito-control-defense-treatment-plan-faq-lawn-care","1","https://www.trugreen.com/lawn-care-101/blog/lawn-care-tips/trugreen-mosquito-control-defense-treatment-plan-faq-lawn-care","1","","200","https://www.trugreen.com/lawn-care-101/blog/lawn-care-tips/trugreen-mosquito-control-defense-treatment-plan-faq-lawn-care","","","","0","1","TruGreen Mosquito Defense Plan FAQs","0","header|footer","jsonld:1;types:Article;invalid:0;missing:jsonld_0_missing_@context","0","0","46","11","https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/blog?topic=Pest+Control | https://www.trugreen.com/lawn-care-101/blog?type=Blog | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pest-control/blog/how-get-rid-mosquitoes-your-yard | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","missing-main|internal-links-missing-from-sitemap",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/lawn-sprinkler-system-repair","https://www.trugreen.com/lawn-care-101/blog","200","301:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/lawn-sprinkler-system-repair -> 200:https://www.trugreen.com/lawn-care-101/blog","TruGreen Blog | TruGreen","TruGreen Blog | TruGreen","https://www.trugreen.com/lawn-care-101/blog","1","https://www.trugreen.com/lawn-care-101/blog","1","","200","https://www.trugreen.com/lawn-care-101/blog","","","","0","1","Looking for advice?Turn to the experts.","0","main|header|footer","jsonld:1;types:Blog|BreadcrumbList|CollectionPage;invalid:0;missing:","0","0","86","22","https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/blog/beyond-lawn/hosting-backyard-party | https://www.trugreen.com/lawn-care-101/blog/consistent-lawn-care | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-care-myths | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-care-vs-landscaping | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-mowing-spread-weeds | https://www.trugreen.com/lawn-care-101/blog/lawn-care/what-lawn-need-thrive | https://www.trugreen.com/lawn-care-101/blog/lawn-care/what-my-lawn-need | https://www.trugreen.com/lawn-care-101/blog/lawn-care/when-aerate-and-overseed-northeast | https://www.trugreen.com/lawn-care-101/blog/lawn-damage/lawn-care-signs-stress | https://www.trugreen.com/lawn-care-101/blog/pest-control/how-control-fleas-yard | https://www.trugreen.com/lawn-care-101/blog/tree-shrub-care/tree-disease-treatment | https://www.trugreen.com/lawn-care-101/blog/weed-control/control-wild-violets | https://www.trugreen.com/lawn-care-101/blog/weed-control/how-control-clover-lawn | https://www.trugreen.com/lawn-care-101/blog/weed-control/weeds-from-coming-back | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","internal-links-missing-from-sitemap|duplicate-title",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/lush-lawn-a-click-away","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","200","301:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/lush-lawn-a-click-away -> 200:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","The TruGreen Guarantee | TruGreen","The TruGreen Guarantee | TruGreen","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","1","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","1","","200","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","","","","0","1","Why a TruGreen Lawn Specialist Is the Key to a Healthier Lawn","0","header|nav|footer","jsonld:1;types:Article;invalid:0;missing:jsonld_0_missing_@context","0","0","47","11","https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/blog?topic=Lawn+Care | https://www.trugreen.com/lawn-care-101/blog?type=Blog | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/my-account/account-summary | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","missing-main|internal-links-missing-from-sitemap|duplicate-title",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/managing-your-account-with-trugreen","https://www.trugreen.com/customer-support","200","301:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/managing-your-account-with-trugreen -> 200:https://www.trugreen.com/customer-support","Customer support | TruGreen","Customer support | TruGreen","https://www.trugreen.com/customer-support","1","https://www.trugreen.com/customer-support","1","","200","https://www.trugreen.com/customer-support","","","","0","1","Need some help? You’re in the right place.","0","header|footer","jsonld:0;types:;invalid:0;missing:","0","0","51","17","https://www.trugreen.com/chat | https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/my-account/account-settings | https://www.trugreen.com/my-account/account-settings/communications | https://www.trugreen.com/my-account/account-summary | https://www.trugreen.com/my-account/help | https://www.trugreen.com/my-account/my-services | https://www.trugreen.com/my-account/payments | https://www.trugreen.com/my-account/payments/easypay-payment | https://www.trugreen.com/my-account/payments/prepay-payment | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","missing-main|internal-links-missing-from-sitemap",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/mow-like-a-pro","https://www.trugreen.com/lawn-care-101/learning-center/grass-basics/dig-deeper/lawn-mowing-tips","200","301:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/mow-like-a-pro -> 200:https://www.trugreen.com/lawn-care-101/learning-center/grass-basics/dig-deeper/lawn-mowing-tips","Professional Lawn Mowing Tips For Home Lawns | TruGreen","Professional Lawn Mowing Tips For Home Lawns | TruGreen","https://www.trugreen.com/lawn-care-101/learning-center/grass-basics/dig-deeper/lawn-mowing-tips","1","https://www.trugreen.com/lawn-care-101/learning-center/grass-basics/dig-deeper/lawn-mowing-tips","1","","200","https://www.trugreen.com/lawn-care-101/learning-center/grass-basics/dig-deeper/lawn-mowing-tips","","","","0","1","Lawn Mowing Tips From the Pros","0","main|header|nav|footer","jsonld:1;types:;invalid:0;missing:jsonld_0_missing_@context|jsonld_0_missing_@type","0","0","47","15","https://www.trugreen.com/chat/organic-promo | https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/my-account/account-settings | https://www.trugreen.com/my-account/account-summary | https://www.trugreen.com/my-account/my-documents | https://www.trugreen.com/my-account/my-services | https://www.trugreen.com/my-account/payments | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/products-and-services/tree-and-shrub-service | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","internal-links-missing-from-sitemap|duplicate-title",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/new-home-new-yard-new-problems","https://www.trugreen.com/lawn-care-101/lawn-care-guides/grass-saving-guide-for-new-homeowners","200","301:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/new-home-new-yard-new-problems -> 200:https://www.trugreen.com/lawn-care-101/lawn-care-guides/grass-saving-guide-for-new-homeowners","New Homeowner Grass Saving Guide | TruGreen","New Homeowner Grass Saving Guide | TruGreen","https://www.trugreen.com/lawn-care-101/lawn-care-guides/grass-saving-guide-for-new-homeowners","1","https://www.trugreen.com/lawn-care-101/lawn-care-guides/grass-saving-guide-for-new-homeowners","1","","200","https://www.trugreen.com/lawn-care-101/lawn-care-guides/grass-saving-guide-for-new-homeowners","","","","0","1","Grass Saving Guide for New Homeowners","0","header|nav|footer","jsonld:1;types:LawnCareGuide;invalid:0;missing:jsonld_0_missing_@context","0","0","46","15","https://www.trugreen.com/chat/organic-promo | https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/my-account/account-settings | https://www.trugreen.com/my-account/account-summary | https://www.trugreen.com/my-account/my-documents | https://www.trugreen.com/my-account/my-services | https://www.trugreen.com/my-account/payments | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/products-and-services/tree-and-shrub-service | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","missing-main|internal-links-missing-from-sitemap|duplicate-title",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/new-year%2C-new-lawn-lawn-care-resolutions","https://www.trugreen.com/lawn-care-101/blog","200","301:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/new-year%2C-new-lawn-lawn-care-resolutions -> 200:https://www.trugreen.com/lawn-care-101/blog","TruGreen Blog | TruGreen","TruGreen Blog | TruGreen","https://www.trugreen.com/lawn-care-101/blog","1","https://www.trugreen.com/lawn-care-101/blog","1","","200","https://www.trugreen.com/lawn-care-101/blog","","","","0","1","Looking for advice?Turn to the experts.","0","main|header|footer","jsonld:1;types:Blog|BreadcrumbList|CollectionPage;invalid:0;missing:","0","0","86","22","https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/blog/beyond-lawn/hosting-backyard-party | https://www.trugreen.com/lawn-care-101/blog/consistent-lawn-care | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-care-myths | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-care-vs-landscaping | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-mowing-spread-weeds | https://www.trugreen.com/lawn-care-101/blog/lawn-care/what-lawn-need-thrive | https://www.trugreen.com/lawn-care-101/blog/lawn-care/what-my-lawn-need | https://www.trugreen.com/lawn-care-101/blog/lawn-care/when-aerate-and-overseed-northeast | https://www.trugreen.com/lawn-care-101/blog/lawn-damage/lawn-care-signs-stress | https://www.trugreen.com/lawn-care-101/blog/pest-control/how-control-fleas-yard | https://www.trugreen.com/lawn-care-101/blog/tree-shrub-care/tree-disease-treatment | https://www.trugreen.com/lawn-care-101/blog/weed-control/control-wild-violets | https://www.trugreen.com/lawn-care-101/blog/weed-control/how-control-clover-lawn | https://www.trugreen.com/lawn-care-101/blog/weed-control/weeds-from-coming-back | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","internal-links-missing-from-sitemap|duplicate-title",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/reliable-lawn-service-for-lawn-lovers","https://www.trugreen.com/lawn-care-101/blog","200","301:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/reliable-lawn-service-for-lawn-lovers -> 200:https://www.trugreen.com/lawn-care-101/blog","TruGreen Blog | TruGreen","TruGreen Blog | TruGreen","https://www.trugreen.com/lawn-care-101/blog","1","https://www.trugreen.com/lawn-care-101/blog","1","","200","https://www.trugreen.com/lawn-care-101/blog","","","","0","1","Looking for advice?Turn to the experts.","0","main|header|footer","jsonld:1;types:Blog|BreadcrumbList|CollectionPage;invalid:0;missing:","0","0","86","22","https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/blog/beyond-lawn/hosting-backyard-party | https://www.trugreen.com/lawn-care-101/blog/consistent-lawn-care | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-care-myths | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-care-vs-landscaping | https://www.trugreen.com/lawn-care-101/blog/lawn-care/lawn-mowing-spread-weeds | https://www.trugreen.com/lawn-care-101/blog/lawn-care/what-lawn-need-thrive | https://www.trugreen.com/lawn-care-101/blog/lawn-care/what-my-lawn-need | https://www.trugreen.com/lawn-care-101/blog/lawn-care/when-aerate-and-overseed-northeast | https://www.trugreen.com/lawn-care-101/blog/lawn-damage/lawn-care-signs-stress | https://www.trugreen.com/lawn-care-101/blog/pest-control/how-control-fleas-yard | https://www.trugreen.com/lawn-care-101/blog/tree-shrub-care/tree-disease-treatment | https://www.trugreen.com/lawn-care-101/blog/weed-control/control-wild-violets | https://www.trugreen.com/lawn-care-101/blog/weed-control/how-control-clover-lawn | https://www.trugreen.com/lawn-care-101/blog/weed-control/weeds-from-coming-back | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","internal-links-missing-from-sitemap|duplicate-title",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/should-i-use-seed-or-sod-for-fall-grass","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/should-i-use-seed-or-sod-for-fall-grass","200","200:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/should-i-use-seed-or-sod-for-fall-grass","Should I Use Seed or Sod for Fall Grass? | TruGreen","Should I Use Seed or Sod for Fall Grass? | TruGreen","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/should-i-use-seed-or-sod-for-fall-grass","1","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/should-i-use-seed-or-sod-for-fall-grass","1","","200","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/should-i-use-seed-or-sod-for-fall-grass","","","","0","1","Should I Use Seed or Sod for Fall Grass","0","header|footer","jsonld:1;types:Article;invalid:0;missing:jsonld_0_missing_@context","0","0","45","12","https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/blog?topic=Lawn+Care | https://www.trugreen.com/lawn-care-101/blog?type=Blog | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/newsroom | https://www.trugreen.com/node/38466 | https://www.trugreen.com/node/38468 | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","missing-main|internal-links-missing-from-sitemap",""
"chromium","2026-08-31T14:31:41.742Z","prod-release-2-7-2026-08-28","450-800","","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","200","200:https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","The TruGreen Guarantee | TruGreen","The TruGreen Guarantee | TruGreen","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","1","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","1","","200","https://www.trugreen.com/lawn-care-101/blog/trugreen-lawn-care-services/the-healthy-lawn-guarantee-from-trugreen","","","","0","1","Why a TruGreen Lawn Specialist Is the Key to a Healthier Lawn","0","header|nav|footer","jsonld:1;types:Article;invalid:0;missing:jsonld_0_missing_@context","0","0","47","11","https://www.trugreen.com/lawn-care-101 | https://www.trugreen.com/lawn-care-101/blog?topic=Lawn+Care | https://www.trugreen.com/lawn-care-101/blog?type=Blog | https://www.trugreen.com/lawn-care-101/learning-center | https://www.trugreen.com/my-account/account-summary | https://www.trugreen.com/newsroom | https://www.trugreen.com/pay-your-bill | https://www.trugreen.com/pests-products-and-services | https://www.trugreen.com/pga-tour | https://www.trugreen.com/products-and-services | https://www.trugreen.com/why-choose-trugreen/testimonials-and-ratings","","missing-main|internal-links-missing-from-sitemap|duplicate-title",""
